PIO_CAPTURING...
PIO_CAPTURE_DONE count=32768 sample_hz=33250000.0
BEGIN_PIO_CAPTURE
sample_hz=33250000.0
idx,delta_ns,p6,fd7,fd6,fd5,fd4,fd3,fd2,fd1,fd0,reb,p16,p17,p18,p19,rst-,p21,p22
14429,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14430,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14431,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14432,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14433,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14434,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14435,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14436,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14437,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14438,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14439,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14440,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14441,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14442,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14443,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14444,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14445,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14446,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14447,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14448,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14449,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14450,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14451,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14452,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14453,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14454,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14455,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14456,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14457,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14458,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14459,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14460,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14461,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14462,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14463,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14464,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14465,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14466,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14467,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14468,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14469,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14470,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14471,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14472,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14473,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14474,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14475,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14476,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14477,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14478,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14479,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14480,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14481,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14482,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14483,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14484,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14485,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14486,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14487,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14488,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14489,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14490,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14491,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14492,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14493,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14494,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14495,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14496,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14497,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14498,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14499,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14500,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14501,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14502,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14503,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14504,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14505,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14506,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14507,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14508,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14509,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14510,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14511,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14512,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14513,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14514,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14515,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14516,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14517,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14518,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14519,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14520,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14521,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14522,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14523,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14524,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14525,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14526,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14527,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14528,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14529,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14530,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14531,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14532,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14533,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14534,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14535,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14536,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14537,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14538,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14539,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14540,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14541,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14542,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14543,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14544,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14545,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14546,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14547,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14548,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14549,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14550,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14551,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14552,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14553,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14554,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14555,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14556,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14557,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14558,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14559,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14560,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14561,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14562,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14563,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14564,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14565,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14566,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14567,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14568,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14569,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14570,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14571,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14572,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14573,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14574,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14575,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14576,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14577,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14578,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14579,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14580,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14581,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14582,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14583,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14584,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14585,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14586,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14587,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14588,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14589,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14590,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14591,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14592,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14593,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14594,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14595,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14596,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14597,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14598,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14599,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14600,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14601,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14602,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14603,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14604,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14605,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14606,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14607,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14608,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14609,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14610,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14611,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14612,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14613,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14614,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14615,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14616,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14617,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14618,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14619,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14620,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14621,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14622,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14623,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14624,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14625,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14626,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14627,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14628,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14629,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14630,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14631,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14632,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14633,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14634,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14635,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14636,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14637,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14638,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14639,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14640,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14641,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14642,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14643,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14644,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14645,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14646,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14647,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14648,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14649,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14650,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14651,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14652,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14653,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14654,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14655,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14656,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14657,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14658,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14659,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14660,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14661,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14662,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14663,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14664,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14665,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14666,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14667,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14668,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14669,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14670,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14671,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14672,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14673,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14674,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14675,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14676,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14677,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14678,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14679,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14680,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14681,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14682,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14683,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14684,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14685,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14686,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14687,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14688,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14689,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14690,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14691,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14692,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14693,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14694,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14695,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14696,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14697,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14698,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14699,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14700,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14701,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14702,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14703,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14704,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14705,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14706,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14707,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14708,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14709,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14710,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14711,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14712,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14713,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14714,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14715,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14716,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14717,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14718,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14719,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14720,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14721,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14722,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14723,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14724,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14725,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14726,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14727,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14728,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14729,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14730,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14731,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14732,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14733,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14734,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14735,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14736,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14737,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14738,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14739,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14740,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14741,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14742,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14743,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14744,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14745,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14746,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14747,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14748,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14749,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14750,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14751,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14752,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14753,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14754,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14755,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14756,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14757,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14758,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14759,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14760,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14761,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14762,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14763,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14764,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14765,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14766,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14767,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14768,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14769,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14770,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14771,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14772,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14773,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14774,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14775,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14776,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14777,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14778,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14779,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14780,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14781,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14782,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
14783,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
