PIO_CAPTURING...
PIO_CAPTURE_DONE count=32768 sample_hz=33250000.0
BEGIN_PIO_CAPTURE
sample_hz=33250000.0
idx,delta_ns,p6,fd7,fd6,fd5,fd4,fd3,fd2,fd1,fd0,reb,p16,p17,p18,p19,rst-,p21,p22
9063,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9064,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9065,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9066,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9067,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9068,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9069,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9070,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9071,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9072,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9073,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9074,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9075,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9076,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9077,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9078,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9079,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9080,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9081,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9082,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9083,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9084,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9085,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9086,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9087,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9088,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9089,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9090,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9091,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9092,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9093,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9094,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9095,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9096,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9097,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9098,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9099,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9100,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9101,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9102,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9103,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9104,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9105,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9106,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9107,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9108,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9109,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9110,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9111,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9112,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9113,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9114,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9115,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9116,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9117,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9118,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9119,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9120,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9121,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9122,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9123,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9124,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9125,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9126,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9127,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9128,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9129,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9130,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9131,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9132,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9133,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9134,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9135,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9136,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9137,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9138,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9139,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9140,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9141,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9142,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9143,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9144,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9145,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9146,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9147,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9148,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9149,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9150,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9151,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9152,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9153,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9154,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9155,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9156,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9157,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9158,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9159,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9160,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9161,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9162,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9163,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9164,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9165,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9166,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9167,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9168,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9169,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9170,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9171,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9172,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9173,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9174,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9175,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9176,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9177,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9178,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9179,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9180,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9181,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9182,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9183,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9184,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9185,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9186,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9187,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9188,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9189,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9190,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9191,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9192,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9193,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9194,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9195,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9196,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9197,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9198,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9199,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9200,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9201,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9202,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9203,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9204,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9205,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9206,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9207,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9208,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9209,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9210,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9211,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9212,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9213,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9214,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9215,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9216,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9217,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9218,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9219,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9220,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9221,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9222,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9223,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9224,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9225,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9226,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9227,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9228,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9229,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9230,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9231,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9232,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9233,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9234,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9235,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9236,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9237,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9238,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9239,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9240,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9241,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9242,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9243,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9244,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9245,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9246,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9247,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9248,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9249,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9250,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9251,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9252,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9253,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9254,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9255,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9256,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9257,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9258,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9259,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9260,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9261,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9262,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9263,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9264,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9265,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9266,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9267,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9268,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9269,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9270,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9271,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9272,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9273,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9274,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9275,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9276,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9277,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9278,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9279,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9280,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9281,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9282,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9283,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9284,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9285,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9286,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9287,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9288,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9289,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9290,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9291,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9292,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9293,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9294,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9295,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9296,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9297,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9298,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9299,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9300,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9301,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9302,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9303,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9304,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9305,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9306,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9307,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9308,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9309,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9310,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9311,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9312,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9313,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9314,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9315,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9316,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9317,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9318,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9319,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9320,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9321,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9322,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9323,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9324,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9325,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9326,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9327,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9328,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9329,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9330,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9331,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9332,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9333,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9334,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9335,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9336,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9337,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9338,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9339,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9340,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9341,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9342,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9343,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9344,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9345,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9346,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9347,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9348,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9349,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9350,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9351,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9352,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9353,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9354,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9355,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9356,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9357,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9358,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9359,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9360,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9361,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9362,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9363,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9364,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9365,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9366,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9367,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9368,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9369,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9370,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9371,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9372,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9373,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9374,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9375,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9376,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9377,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9378,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9379,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9380,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9381,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9382,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9383,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9384,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9385,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9386,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9387,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9388,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9389,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9390,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9391,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9392,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9393,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9394,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9395,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9396,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9397,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9398,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9399,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9400,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9401,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9402,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9403,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9404,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9405,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9406,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9407,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9408,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9409,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9410,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9411,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9412,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9413,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9414,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9415,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9416,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
9417,30,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
